activity subject variable mean std
3  1 GravityAcc.Z        -6.211996e-02 -0.8959396951
3  1 GravityAccMag        2.718829e-02  0.0198843506
3  2 BodyAcc.X            2.776153e-01  0.0463666814
3  2 BodyAcc.X.1          1.128412e-01  0.0161046199
3  2 BodyAcc.Y           -2.266142e-02  0.2628817890
3  2 BodyAcc.Y.1          2.783450e-01  0.1719739730
3  2 BodyAcc.Z           -1.168129e-01 -0.1028379081
3  2 BodyAcc.Z.1         -1.312908e-01 -0.1620328943
3  2 BodyAccJerk.X        1.100406e-01  0.1472491432
3  2 BodyAccJerk.X.1      1.381207e-01  0.0499590625
3  2 BodyAccJerk.Y       -3.279591e-03  0.1268280146
3  2 BodyAccJerk.Y.1      9.620916e-02  0.0808333491
3  2 BodyAccJerk.Z       -2.093517e-02 -0.3401220232
3  2 BodyAccJerk.Z.1     -2.714987e-01 -0.4082274232
3  2 BodyAccJerkMag       5.655163e-03  0.2296171851
3  2 BodyAccMag           8.995112e-02  0.2155863349
3  2 BodyAccMag.1         2.934248e-01 -0.0214787882
3  2 BodyBodyAccJerkMag   2.222474e-01  0.2274807325
3  2 BodyBodyGyroJerkMag -3.801753e-01 -0.3436989854
3  2 BodyBodyGyroMag     -3.208385e-01 -0.3725767554
3  2 BodyGyro.X          -1.159474e-01 -0.3207892300
3  2 BodyGyro.X.1        -1.457760e-01 -0.3794366744
3  2 BodyGyro.Y          -4.823292e-03 -0.4157391449
3  2 BodyGyro.Y.1        -3.619138e-01 -0.4587327474
3  2 BodyGyro.Z           9.717381e-02 -0.2794183880
3  2 BodyGyro.Z.1        -8.749447e-02 -0.4229876651
3  2 BodyGyroJerk.X      -5.810385e-02 -0.2439405926
3  2 BodyGyroJerk.Y      -4.214703e-02 -0.4693967011
3  2 BodyGyroJerk.Z      -7.102298e-02 -0.2182663186
3  2 BodyGyroJerkMag     -4.108727e-01 -0.3431878754
3  2 BodyGyroMag         -1.621886e-01 -0.2748441105
3  2 GravityAcc.X         8.618313e-01 -0.9403617596
3  2 GravityAcc.Y        -3.257801e-01 -0.9400685255
3  2 GravityAcc.Z        -4.388902e-02 -0.9314383132
3  2 GravityAccMag        8.995112e-02  0.2155863349
3  3 BodyAcc.X            2.924235e-01 -0.0574100475
3  3 BodyAcc.X.1         -4.217069e-02 -0.0654417193
3  3 BodyAcc.Y           -1.935541e-02 -0.0331503723
3  3 BodyAcc.Y.1         -7.700483e-03 -0.1097223543
3  3 BodyAcc.Z           -1.161398e-01 -0.3622402455
3  3 BodyAcc.Z.1         -4.044524e-01 -0.3897230341
3  3 BodyAccJerk.X        7.256893e-02 -0.0858010042
3  3 BodyAccJerk.X.1     -9.067071e-02 -0.1654428987
3  3 BodyAccJerk.Y        1.097078e-02 -0.1114391950
3  3 BodyAccJerk.Y.1     -1.359385e-01 -0.1477282401
3  3 BodyAccJerk.Z       -2.027280e-03 -0.5717352431
3  3 BodyAccJerk.Z.1     -5.290595e-01 -0.6135250743
3  3 BodyAccJerkMag      -2.052392e-01 -0.0926324495
3  3 BodyAccMag          -6.281261e-02 -0.0411340078
3  3 BodyAccMag.1         2.894132e-02 -0.2338494221
3  3 BodyBodyAccJerkMag  -4.947798e-02 -0.1591022880
3  3 BodyBodyGyroJerkMag -5.762772e-01 -0.6249108206
3  3 BodyBodyGyroMag     -3.323766e-01 -0.3224408270
3  3 BodyGyro.X          -1.315733e-01 -0.2616534140
3  3 BodyGyro.X.1        -1.290666e-01 -0.3086303311
3  3 BodyGyro.Y          -1.393580e-02 -0.5467403880
3  3 BodyGyro.Y.1        -5.426942e-01 -0.5530945402
3  3 BodyGyro.Z           1.238267e-01 -0.4423077676
3  3 BodyGyro.Z.1        -3.028665e-01 -0.5481643133
3  3 BodyGyroJerk.X      -7.787017e-02 -0.2856831623
3  3 BodyGyroJerk.Y      -3.915679e-02 -0.6809473382
3  3 BodyGyroJerk.Z      -4.161931e-02 -0.3746054123
3  3 BodyGyroJerkMag     -5.085676e-01 -0.5839192110
3  3 BodyGyroMag         -2.152945e-01 -0.2457946993
3  3 GravityAcc.X         9.390578e-01 -0.9500611296
3  3 GravityAcc.Y        -2.288292e-01 -0.9460946378
3  3 GravityAcc.Z        -1.023528e-01 -0.8999439478
3  3 GravityAccMag       -6.281261e-02 -0.0411340078
3  4 BodyAcc.X            2.799653e-01  0.0111935496
3  4 BodyAcc.X.1         -7.223923e-02  0.0390098263
3  4 BodyAcc.Y           -9.802009e-03 -0.2185983250
3  4 BodyAcc.Y.1         -1.296066e-01 -0.3225313177
3  4 BodyAcc.Z           -1.067775e-01 -0.4791859771
3  4 BodyAcc.Z.1         -4.946835e-01 -0.5126943031
3  4 BodyAccJerk.X        9.718627e-02 -0.1457597087
3  4 BodyAccJerk.X.1     -1.616329e-01 -0.2082500623
3  4 BodyAccJerk.Y        5.637802e-03 -0.1462422949
3  4 BodyAccJerk.Y.1     -1.729416e-01 -0.1772020943
3  4 BodyAccJerk.Z       -7.291378e-03 -0.6266469869
3  4 BodyAccJerk.Z.1     -5.839174e-01 -0.6688673344
3  4 BodyAccJerkMag      -2.288514e-01 -0.2168589220
3  4 BodyAccMag          -4.916167e-02 -0.0819559041
3  4 BodyAccMag.1        -1.907434e-02 -0.2636440303
3  4 BodyBodyAccJerkMag  -1.752953e-01 -0.2804267770
3  4 BodyBodyGyroJerkMag -6.217525e-01 -0.6854709318
3  4 BodyBodyGyroMag     -4.292134e-01 -0.4576740880
3  4 BodyGyro.X          -1.028388e-01 -0.3702446953
3  4 BodyGyro.X.1        -2.402989e-01 -0.4149190010
3  4 BodyGyro.Y          -7.040260e-02 -0.6994535371
3  4 BodyGyro.Y.1        -7.175458e-01 -0.6915183673
3  4 BodyGyro.Z           5.926395e-02 -0.4984808004
3  4 BodyGyro.Z.1        -3.183065e-01 -0.6216584713
3  4 BodyGyroJerk.X      -9.212827e-02 -0.3959954944
3  4 BodyGyroJerk.Y      -3.484349e-02 -0.8168582402
3  4 BodyGyroJerk.Z      -4.928364e-02 -0.3257800737
3  4 BodyGyroJerkMag     -5.928430e-01 -0.6370795436
3  4 BodyGyroMag         -3.466063e-01 -0.3805726254
3  4 GravityAcc.X         9.477319e-01 -0.9552588813
3  4 GravityAcc.Y        -6.208528e-02 -0.9320660411
3  4 GravityAcc.Z         1.487148e-01 -0.9377537944
3  4 GravityAccMag       -4.916167e-02 -0.0819559041
3  5 BodyAcc.X            2.935439e-01  0.2750461105
3  5 BodyAcc.X.1          9.843201e-02  0.3365547249
3  5 BodyAcc.Y           -8.501075e-03  0.0907630761
3  5 BodyAcc.Y.1          7.922807e-02  0.0268269875
3  5 BodyAcc.Z           -1.003199e-01 -0.3258914353
3  5 BodyAcc.Z.1         -3.747401e-01 -0.3533978502
3  5 BodyAccJerk.X        1.096506e-01  0.0322415502
3  5 BodyAccJerk.X.1     -3.680122e-02  0.0110559332
3  5 BodyAccJerk.Y        1.376182e-02  0.0473612315
3  5 BodyAccJerk.Y.1     -5.680330e-02  0.0901720097
3  5 BodyAccJerk.Z        2.133977e-02 -0.5226516379
3  5 BodyAccJerk.Z.1     -4.919799e-01 -0.5511780753
3  5 BodyAccJerkMag      -6.375286e-02 -0.0292570510
3  5 BodyAccMag           2.111389e-01  0.2054223760
3  5 BodyAccMag.1         1.557422e-01  0.0428533623
3  5 BodyBodyAccJerkMag   9.183943e-03 -0.0897356998
3  5 BodyBodyGyroJerkMag -4.536972e-01 -0.4871284226
3  5 BodyBodyGyroMag     -3.493384e-01 -0.4841412743
3  5 BodyGyro.X          -6.829457e-02 -0.4606468449
3  5 BodyGyro.X.1        -2.953451e-01 -0.5149409411
3  5 BodyGyro.Y          -7.078060e-02 -0.4091341491
3  5 BodyGyro.Y.1        -3.824831e-01 -0.4315527753
3  5 BodyGyro.Z           8.065600e-02 -0.2278690424
3  5 BodyGyro.Z.1        -3.417503e-02 -0.3747051870
3  5 BodyGyroJerk.X      -1.101490e-01 -0.4113022174
3  5 BodyGyroJerk.Y      -7.082966e-02 -0.5145914872
3  5 BodyGyroJerk.Z      -3.996569e-02 -0.0344217467
3  5 BodyGyroJerkMag     -3.971956e-01 -0.4503032123
3  5 BodyGyroMag         -2.180298e-01 -0.3606783053
3  5 GravityAcc.X         9.566494e-01 -0.9504909385
3  5 GravityAcc.Y        -6.075783e-02 -0.9123634209
3  5 GravityAcc.Z         2.167779e-02 -0.9271927330
3  5 GravityAccMag        2.111389e-01  0.2054223760
3  6 BodyAcc.X            2.770453e-01  0.3836816398
3  6 BodyAcc.X.1          3.283085e-01  0.4033697667
3  6 BodyAcc.Y           -1.953684e-02  0.3601649588
3  6 BodyAcc.Y.1          3.397712e-01  0.2832478376
3  6 BodyAcc.Z           -1.072094e-01 -0.3202042325
3  6 BodyAcc.Z.1         -2.776026e-01 -0.4060143105
3  6 BodyAccJerk.X        1.036813e-01  0.1652710709
3  6 BodyAccJerk.X.1      1.365550e-01  0.0886515099
3  6 BodyAccJerk.Y        9.876858e-03  0.2765440295
3  6 BodyAccJerk.Y.1      1.372025e-01  0.3412423926
3  6 BodyAccJerk.Z       -9.324706e-03 -0.3368173223
3  6 BodyAccJerk.Z.1     -2.830862e-01 -0.3890570471
3  6 BodyAccJerkMag       1.038451e-01  0.2095021744
3  6 BodyAccMag           3.337547e-01  0.3736119142
3  6 BodyAccMag.1         3.959580e-01  0.1446227571
3  6 BodyBodyAccJerkMag   2.438343e-01  0.1548088614
3  6 BodyBodyGyroJerkMag -1.327054e-01 -0.1457335455
3  6 BodyBodyGyroMag     -1.437354e-02 -0.2423538573
3  6 BodyGyro.X          -9.608374e-02 -0.1983038533
3  6 BodyGyro.X.1         6.337161e-02 -0.2867249146
3  6 BodyGyro.Y          -3.417822e-02 -0.1892295700
3  6 BodyGyro.Y.1        -1.303275e-01 -0.2354709762
3  6 BodyGyro.Z           8.700126e-02 -0.0940797930
3  6 BodyGyro.Z.1         1.528452e-01 -0.2756672628
3  6 BodyGyroJerk.X      -2.564522e-02  0.0393387961
3  6 BodyGyroJerk.Y      -7.680899e-02 -0.1935084055
3  6 BodyGyroJerk.Z      -3.722287e-02  0.1932064990
3  6 BodyGyroJerkMag     -8.293669e-02 -0.1112284162
3  6 BodyGyroMag          1.426778e-02 -0.0426276751
3  6 GravityAcc.X         9.285315e-01 -0.9544062675
3  6 GravityAcc.Y        -2.140463e-01 -0.9335776012
3  6 GravityAcc.Z        -3.079817e-03 -0.9343787665
3  6 GravityAccMag        3.337547e-01  0.3736119142
3  7 BodyAcc.X            2.803071e-01  0.0660815601
3  7 BodyAcc.X.1          4.434283e-02  0.0730110798
3  7 BodyAcc.Y           -1.663324e-02 -0.1381790727
3  7 BodyAcc.Y.1         -1.453023e-01 -0.1901871413
3  7 BodyAcc.Z           -9.693831e-02 -0.0636402448
3  7 BodyAcc.Z.1         -1.392162e-01 -0.1001214925
3  7 BodyAccJerk.X        9.689262e-02  0.0285033927
3  7 BodyAccJerk.X.1     -3.052267e-02 -0.0042628914
3  7 BodyAccJerk.Y       -1.910611e-02 -0.2962796748
3  7 BodyAccJerk.Y.1     -3.162365e-01 -0.3243785603
3  7 BodyAccJerk.Z       -1.603904e-02 -0.3471077580
3  7 BodyAccJerk.Z.1     -2.964949e-01 -0.3977745035
3  7 BodyAccJerkMag      -1.703196e-01  0.0901836281
3  7 BodyAccMag           1.987953e-02  0.2145440281
3  7 BodyAccMag.1         2.189111e-01  0.0214440977
3  7 BodyBodyAccJerkMag   6.738989e-02  0.1078568403
3  7 BodyBodyGyroJerkMag -2.890967e-01 -0.3535446957
3  7 BodyBodyGyroMag     -2.550451e-01 -0.3969096517
3  7 BodyGyro.X          -1.054096e-01 -0.4077440960
3  7 BodyGyro.X.1        -3.393015e-01 -0.4327309744
3  7 BodyGyro.Y          -4.971746e-02 -0.2926261361
3  7 BodyGyro.Y.1        -2.144431e-01 -0.3517177432
3  7 BodyGyro.Z           1.168948e-01 -0.4010514155
3  7 BodyGyro.Z.1        -2.996003e-01 -0.4951200532
3  7 BodyGyroJerk.X      -5.972735e-02 -0.5107310183
3  7 BodyGyroJerk.Y      -3.819043e-02 -0.2995202052
3  7 BodyGyroJerk.Z      -7.894693e-02 -0.4252003716
3  7 BodyGyroJerkMag     -3.992300e-01 -0.2947786769
3  7 BodyGyroMag         -1.887408e-01 -0.2597516034
3  7 GravityAcc.X         9.306236e-01 -0.9648759630
3  7 GravityAcc.Y        -1.298717e-01 -0.9526786936
3  7 GravityAcc.Z        -1.549355e-01 -0.9287564689
3  7 GravityAccMag        1.987953e-02  0.2145440281
3  8 BodyAcc.X            2.834841e-01  0.0241393474
3  8 BodyAcc.X.1          1.365902e-01 -0.0260463260
3  8 BodyAcc.Y           -2.110587e-02  0.3438262731
3  8 BodyAcc.Y.1          3.884128e-01  0.2321840781
3  8 BodyAcc.Z           -1.075981e-01  0.1337170395
3  8 BodyAcc.Z.1          1.595898e-01  0.0214914840
3  8 BodyAccJerk.X        1.189381e-01  0.2501437245
3  8 BodyAccJerk.X.1      2.148414e-01  0.1726589821
3  8 BodyAccJerk.Y       -3.801938e-02  0.2881407188
3  8 BodyAccJerk.Y.1      2.206397e-01  0.2739437918
3  8 BodyAccJerk.Z       -3.943562e-02 -0.0135136269
3  8 BodyAccJerk.Z.1      5.860969e-02 -0.0846674187
3  8 BodyAccJerkMag       2.626285e-01  0.2534082561
3  8 BodyAccMag           1.765993e-01  0.1313378672
3  8 BodyAccMag.1         3.016268e-01 -0.1561410936
3  8 BodyBodyAccJerkMag   3.315285e-01  0.1347347312
3  8 BodyBodyGyroJerkMag -1.251796e-01 -0.2629844700
3  8 BodyBodyGyroMag     -3.627297e-04 -0.2555903142
3  8 BodyGyro.X          -1.211896e-01 -0.2584308855
3  8 BodyGyro.X.1        -1.307404e-01 -0.3027351026
3  8 BodyGyro.Y          -5.007602e-02  0.0243131208
3  8 BodyGyro.Y.1         1.160909e-01 -0.0461356323
3  8 BodyGyro.Z           1.141439e-01 -0.1295652427
3  8 BodyGyro.Z.1         2.774981e-02 -0.2682534062
3  8 BodyGyroJerk.X      -3.492835e-02 -0.2678878973
3  8 BodyGyroJerk.Y      -5.349697e-02 -0.0704526511
3  8 BodyGyroJerk.Z      -8.679033e-02 -0.1896044435
3  8 BodyGyroJerkMag     -1.261891e-01 -0.1574848668
3  8 BodyGyroMag          9.934297e-02 -0.0466291872
3  8 GravityAcc.X         9.140235e-01 -0.9457665616
3  8 GravityAcc.Y        -1.876102e-01 -0.9415809345
3  8 GravityAcc.Z        -1.418179e-01 -0.8971900126
3  8 GravityAccMag        1.765993e-01  0.1313378672
3  9 BodyAcc.X            2.959234e-01  0.2133922705
3  9 BodyAcc.X.1          1.031285e-01  0.2504887589
3  9 BodyAcc.Y           -2.039943e-02 -0.2083107055
3  9 BodyAcc.Y.1         -1.831205e-01 -0.2735613851
3  9 BodyAcc.Z           -9.102788e-02 -0.0077153004
3  9 BodyAcc.Z.1         -1.037058e-01 -0.0349494927
3  9 BodyAccJerk.X        1.301930e-01  0.0176233422
3  9 BodyAccJerk.X.1     -6.453543e-02  0.0093822434
3  9 BodyAccJerk.Y       -2.068660e-02 -0.3094424725
3  9 BodyAccJerk.Y.1     -3.136430e-01 -0.3559818214
3  9 BodyAccJerk.Z        2.625689e-03 -0.3595133628
3  9 BodyAccJerk.Z.1     -2.936778e-01 -0.4253774083
3  9 BodyAccJerkMag      -1.623761e-01  0.0399078186
3  9 BodyAccMag           1.458864e-01  0.2651201314
3  9 BodyAccMag.1         2.222039e-01  0.0888671674
3  9 BodyBodyAccJerkMag   7.168779e-03  0.0705526138
3  9 BodyBodyGyroJerkMag -4.631721e-01 -0.4851589069
3  9 BodyBodyGyroMag     -3.475402e-01 -0.4241707371
3  9 BodyGyro.X          -9.163830e-02 -0.3964291980
3  9 BodyGyro.X.1        -3.250429e-01 -0.4235587740
3  9 BodyGyro.Y          -7.125988e-02 -0.3407652331
3  9 BodyGyro.Y.1        -3.125122e-01 -0.3642825657
3  9 BodyGyro.Z           1.168044e-01 -0.2796851502
3  9 BodyGyro.Z.1        -2.506866e-01 -0.3565614717
3  9 BodyGyroJerk.X      -9.459120e-02 -0.5096693140
3  9 BodyGyroJerk.Y      -5.976083e-02 -0.4486024512
3  9 BodyGyroJerk.Z      -6.780806e-02 -0.4172395510
3  9 BodyGyroJerkMag     -4.690284e-01 -0.4558554252
3  9 BodyGyroMag         -1.689214e-01 -0.3223314648
3  9 GravityAcc.X         9.384178e-01 -0.9521412207
3  9 GravityAcc.Y        -3.523046e-02 -0.9363065588
3  9 GravityAcc.Z        -8.227617e-02 -0.8766412974
3  9 GravityAccMag        1.458864e-01  0.2651201314
3 10 BodyAcc.X            2.904016e-01  0.2957335476
3 10 BodyAcc.X.1          2.156653e-01  0.3249577432
3 10 BodyAcc.Y           -2.000508e-02  0.0040791536
3 10 BodyAcc.Y.1          9.046604e-03 -0.0633337718
3 10 BodyAcc.Z           -1.108486e-01 -0.1835575620
3 10 BodyAcc.Z.1         -1.577284e-01 -0.2686861703
3 10 BodyAccJerk.X        1.009594e-01  0.2232758061
3 10 BodyAccJerk.X.1      1.814191e-01  0.1569126786
3 10 BodyAccJerk.Y        1.078249e-02 -0.1050203556
3 10 BodyAccJerk.Y.1     -1.195043e-01 -0.1533558026
3 10 BodyAccJerk.Z        1.526172e-04 -0.3181884173
3 10 BodyAccJerk.Z.1     -2.406790e-01 -0.3961479297
3 10 BodyAccJerkMag       5.070102e-02  0.1108772313
3 10 BodyAccMag           2.508438e-01  0.1569982054
3 10 BodyAccMag.1         2.201157e-01 -0.0616742841
3 10 BodyBodyAccJerkMag   1.569780e-01  0.0380266697
3 10 BodyBodyGyroJerkMag -4.841965e-01 -0.5449885192
3 10 BodyBodyGyroMag     -3.123475e-01 -0.3877801044
3 10 BodyGyro.X          -1.248396e-01 -0.3047453770
3 10 BodyGyro.X.1        -2.143503e-01 -0.3395143582
3 10 BodyGyro.Y          -1.067425e-01 -0.3114075253
3 10 BodyGyro.Y.1        -2.724957e-01 -0.3432370045
3 10 BodyGyro.Z           7.244337e-02 -0.0353021837
3 10 BodyGyro.Z.1         3.913668e-02 -0.1503916379
3 10 BodyGyroJerk.X      -6.437640e-02 -0.4169861392
3 10 BodyGyroJerk.Y      -4.893781e-02 -0.4716509776
3 10 BodyGyroJerk.Z      -7.204131e-02 -0.2271373896
3 10 BodyGyroJerkMag     -4.018543e-01 -0.4941057563
3 10 BodyGyroMag         -2.384680e-02 -0.2803828506
3 10 GravityAcc.X         9.398074e-01 -0.9392676132
3 10 GravityAcc.Y        -6.461608e-02 -0.9370038237
3 10 GravityAcc.Z         4.187154e-02 -0.9020852247
3 10 GravityAccMag        2.508438e-01  0.1569982054
3 11 BodyAcc.X            2.916056e-01  0.1424565570
3 11 BodyAcc.X.1          3.519372e-02  0.1799067644
3 11 BodyAcc.Y           -1.780977e-02  0.0708122726
3 11 BodyAcc.Y.1          2.475081e-02  0.0262777181
3 11 BodyAcc.Z           -1.110701e-01 -0.3240269380
3 11 BodyAcc.Z.1         -3.776248e-01 -0.3486265815
3 11 BodyAccJerk.X        8.971687e-02 -0.0834212653
3 11 BodyAccJerk.X.1     -1.204630e-01 -0.1283416305
3 11 BodyAccJerk.Y        2.522742e-02 -0.1268166621
3 11 BodyAccJerk.Y.1     -1.774792e-01 -0.1304438298
3 11 BodyAccJerk.Z       -2.252089e-02 -0.5797104822
3 11 BodyAccJerk.Z.1     -5.302255e-01 -0.6289027428
3 11 BodyAccJerkMag      -1.982061e-01 -0.1270172234
3 11 BodyAccMag           1.262277e-01  0.0507743653
3 11 BodyAccMag.1         9.028076e-02 -0.1371230604
3 11 BodyBodyAccJerkMag  -9.745500e-02 -0.1736617537
3 11 BodyBodyGyroJerkMag -6.683405e-01 -0.7142296693
3 11 BodyBodyGyroMag     -4.561701e-01 -0.3805594269
3 11 BodyGyro.X          -1.250687e-01 -0.3740690236
3 11 BodyGyro.X.1        -3.187770e-01 -0.3977227579
3 11 BodyGyro.Y          -2.627753e-02 -0.4959117196
3 11 BodyGyro.Y.1        -5.282545e-01 -0.4811274946
3 11 BodyGyro.Z           5.752446e-02 -0.3189595948
3 11 BodyGyro.Z.1        -2.734591e-01 -0.3972204711
3 11 BodyGyroJerk.X      -2.209163e-02 -0.5343749483
3 11 BodyGyroJerk.Y      -5.202730e-02 -0.6845933187
3 11 BodyGyroJerk.Z      -3.730484e-02 -0.4805591526
3 11 BodyGyroJerkMag     -5.992948e-01 -0.6777505885
3 11 BodyGyroMag         -1.978834e-01 -0.3393498285
3 11 GravityAcc.X         9.417464e-01 -0.9544974987
3 11 GravityAcc.Y        -2.003219e-01 -0.9263104696
3 11 GravityAcc.Z         1.323717e-01 -0.9258149061
3 11 GravityAccMag        1.262277e-01  0.0507743653
3 12 BodyAcc.X            2.815211e-01  0.0424084916
3 12 BodyAcc.X.1          2.350493e-02  0.0483347069
3 12 BodyAcc.Y           -1.808427e-02  0.1108353437
3 12 BodyAcc.Y.1          1.505100e-01  0.0167495102
3 12 BodyAcc.Z           -1.095559e-01 -0.4250174135
3 12 BodyAcc.Z.1         -4.021212e-01 -0.4873901267
3 12 BodyAccJerk.X        6.215003e-02  0.0063191437
3 12 BodyAccJerk.X.1     -7.014723e-03 -0.0723114317
3 12 BodyAccJerk.Y       -1.192892e-02  0.0629216671
3 12 BodyAccJerk.Y.1      6.394069e-03  0.0515123126
3 12 BodyAccJerk.Z        4.852624e-03 -0.4986557935
3 12 BodyAccJerk.Z.1     -4.516143e-01 -0.5444614259
3 12 BodyAccJerkMag      -1.070910e-01  0.0655781272
3 12 BodyAccMag           1.831394e-02  0.0972608275
3 12 BodyAccMag.1         1.480173e-01 -0.1051249721
3 12 BodyBodyAccJerkMag   7.699684e-02  0.0420631251
3 12 BodyBodyGyroJerkMag -4.582275e-01 -0.4867804243
3 12 BodyBodyGyroMag     -3.449384e-01 -0.4235539720
3 12 BodyGyro.X          -1.125316e-01 -0.3621430616
3 12 BodyGyro.X.1        -1.788562e-01 -0.4223632375
3 12 BodyGyro.Y          -4.273367e-02 -0.4762877433
3 12 BodyGyro.Y.1        -4.206315e-01 -0.5189231346
3 12 BodyGyro.Z           8.954350e-02 -0.3378066815
3 12 BodyGyro.Z.1        -2.127674e-01 -0.4485129904
3 12 BodyGyroJerk.X      -2.646690e-02 -0.2786081639
3 12 BodyGyroJerk.Y      -6.091772e-02 -0.5174791091
3 12 BodyGyroJerk.Z      -6.532400e-02 -0.3652321975
3 12 BodyGyroJerkMag     -4.428311e-01 -0.4524499350
3 12 BodyGyroMag         -2.133515e-01 -0.3204586263
3 12 GravityAcc.X         9.498620e-01 -0.9595040174
3 12 GravityAcc.Y        -1.787022e-01 -0.9432984283
3 12 GravityAcc.Z        -5.610506e-02 -0.9353993480
3 12 GravityAccMag        1.831394e-02  0.0972608275
3 13 BodyAcc.X            2.949076e-01 -0.0681563627
3 13 BodyAcc.X.1         -7.266027e-02 -0.0680436217
3 13 BodyAcc.Y           -1.437238e-02 -0.0321252467
3 13 BodyAcc.Y.1         -3.645352e-02 -0.0924444167
3 13 BodyAcc.Z           -1.019939e-01 -0.1583331462
3 13 BodyAcc.Z.1         -1.511787e-01 -0.2333151765
3 13 BodyAccJerk.X        1.017045e-01 -0.0740908045
3 13 BodyAccJerk.X.1     -1.148516e-01 -0.1147449760
3 13 BodyAccJerk.Y       -7.518682e-03 -0.1490277735
3 13 BodyAccJerk.Y.1     -2.078123e-01 -0.1417751163
3 13 BodyAccJerk.Z       -2.529777e-02 -0.3170466099
3 13 BodyAccJerk.Z.1     -2.761380e-01 -0.3565794755
3 13 BodyAccJerkMag      -1.279261e-01 -0.0433959844
3 13 BodyAccMag          -2.946343e-02 -0.0156098199
3 13 BodyAccMag.1         5.287919e-02 -0.2109127664
3 13 BodyBodyAccJerkMag  -2.821567e-02 -0.0709893839
3 13 BodyBodyGyroJerkMag -2.663999e-01 -0.3430948612
3 13 BodyBodyGyroMag     -2.061217e-01 -0.4005600612
3 13 BodyGyro.X          -1.226722e-01 -0.4170141616
3 13 BodyGyro.X.1        -3.196771e-01 -0.4521903868
3 13 BodyGyro.Y          -2.372057e-02 -0.1988481612
3 13 BodyGyro.Y.1        -1.338289e-01 -0.2496603292
3 13 BodyGyro.Z           1.112842e-01 -0.3227740828
3 13 BodyGyro.Z.1        -2.129067e-01 -0.4270082543
3 13 BodyGyroJerk.X      -6.471998e-02 -0.4637366743
3 13 BodyGyroJerk.Y      -6.694141e-02 -0.2591632483
3 13 BodyGyroJerk.Z      -5.120205e-02 -0.3670894856
3 13 BodyGyroJerkMag     -3.235524e-01 -0.2764915104
3 13 BodyGyroMag         -1.021145e-01 -0.2367626315
3 13 GravityAcc.X         9.418756e-01 -0.9526430840
3 13 GravityAcc.Y        -2.115551e-01 -0.9285443711
3 13 GravityAcc.Z        -9.508203e-02 -0.8939629840
3 13 GravityAccMag       -2.946343e-02 -0.0156098199
3 14 BodyAcc.X            2.934221e-01  0.0178313402
3 14 BodyAcc.X.1          2.125416e-02  0.0140826092
3 14 BodyAcc.Y           -2.001414e-02  0.3788704918
3 14 BodyAcc.Y.1          3.714825e-01  0.2936339000
3 14 BodyAcc.Z           -9.283302e-02  0.4515760751
3 14 BodyAcc.Z.1          2.807360e-01  0.4275638324
3 14 BodyAccJerk.X        4.286316e-02  0.0129597549
3 14 BodyAccJerk.X.1     -3.378205e-02 -0.0302396366
3 14 BodyAccJerk.Y        2.913394e-02  0.1927917665
3 14 BodyAccJerk.Y.1      1.647751e-01  0.1387379700
3 14 BodyAccJerk.Z        1.049526e-02 -0.1336340606
3 14 BodyAccJerk.Z.1     -2.487898e-02 -0.2448571282
3 14 BodyAccJerkMag       3.536014e-02  0.1947088389
3 14 BodyAccMag           1.855377e-01  0.4284059226
